Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene13777	MPI	10	-	2332109	2334978	149.120163	38.223812	92.799828
gene13778	MIR2128	10	-	2333559	2333622	2.000000	0.524776	1.274051
gene13779	SCAMP2	10	+	2335059	2343871	487.794250	124.112778	301.321198
gene13780	ULK3	10	+	2344268	2349530	58.428062	15.529312	37.702084
gene13781	CPLX3	10	-	2350392	2353552	0.720655	0.183361	0.445164
gene13782	CSK	10	-	2358434	2366314	158.065643	41.286114	100.234482
gene13783	CYP1A1	10	-	2370952	2373966	0.708465	0.185835	0.451172
gene13784	CYP1A4	10	+	2375758	2379383	22.333496	5.682462	13.795890
gene13785	EDC3	10	+	2380084	2405896	42.512604	13.361989	32.440254
gene13786	CLK3	10	-	2406127	2414571	75.009491	20.216196	49.080906
gene13787	ARID3B	10	-	2414830	2445827	39.851707	10.468494	25.415426
gene13788	ACTG1	10	+	2445983	2448023	707.575256	180.033142	437.084686
gene13789	MIR6703	10	-	2448422	2448531	0.872727	0.272941	0.662647
gene13790	UBL7	10	+	2448873	2454057	132.880402	34.735664	84.331291
gene13791	SEMA7A	10	+	2453667	2487656	43.078388	65.018471	157.851929
gene13792	MIR1794	10	+	2480972	2481069	4.602041	1.208119	2.933073
gene13793	CYP11A1	10	+	2491142	2495357	1145.199951	291.380951	707.415100
gene13794	CCDC33	10	-	2495409	2500488	12.698475	3.354289	8.143546
gene13795	LOC107052153	10	+	2501344	2505738	2.541812	0.646730	1.570133
gene13796	LOC107052135	10	-	2515055	2517901	0.651538	0.165775	0.402469
gene13797	STRA6	10	+	2519049	2529899	63.156815	18.337109	44.518856
gene13798	ISLR	10	-	2531098	2535068	111.187775	31.194948	75.735138
gene13799	ISLR2	10	-	2537049	2540121	60.486382	15.389957	37.363758
gene13800	PML	10	-	2544132	2548205	430.533173	114.936058	279.041931
gene13801	STOML1	10	+	2548211	2551299	558.533691	147.645248	358.453369
gene13802	LOC100857563	10	+	2551528	2558479	281.473541	71.617210	173.872360
gene13803	LOC107052152	10	+	2553904	2555186	21.830393	5.554454	13.485111
gene13804	ZP3L1	10	+	2559756	2563157	15.842142	4.030823	9.786038
gene13805	ZP3	10	+	2564786	2568207	18002.121094	8736.166992	21209.679688
gene13806	COMMD4	10	+	2568308	2570032	237.947052	63.932507	155.215424
gene13807	NEIL1	10	+	2570350	2574562	77.250320	19.655321	47.719215
gene13808	MAN2C1	10	-	2574722	2587501	38.343769	10.165958	24.680925
gene13809	SIN3A	10	-	2588940	2614796	61.912659	17.487988	42.457355
gene13810	PTPN9	10	-	2614900	2619795	301.351105	76.674797	186.151169
gene13811	SNUPN	10	-	2621473	2630245	34.809406	8.856791	21.502533
gene13812	MIR6575	10	-	2623651	2623758	1.490741	0.469091	1.138860
gene13813	SNX33	10	+	2630521	2634210	146.808441	37.353462	90.686790
gene13814	CSPG4	10	-	2637007	2655868	1.144387	0.291174	0.706913
gene13815	LINGO1	10	+	2667332	2767939	2.648380	6.774278	16.446602
gene13816	LOC107052151	10	-	2762902	2765710	2.202065	0.560286	1.360264
gene13817	HMG20A	10	-	2767644	2930097	43.394791	17.166777	41.677528
gene13818	PEAK1	10	+	2930267	3022519	6.923479	10.902710	26.469612
gene13819	LOC101747496	10	-	2942674	2964381	0.000000	0.000000	0.000000
gene13820	TSPAN3	10	+	3039528	3065080	622.446411	182.299469	442.586914
gene13821	PSTPIP1	10	-	3069329	3119372	0.395527	0.100637	0.244326
gene13822	RCN2	10	-	3123800	3134782	492.644714	125.780922	305.371094
gene13823	SCAPER	10	+	3135440	3287267	23.869581	8.149639	19.785706
gene13824	LOC107052134	10	+	3287606	3288430	0.724849	0.184428	0.447755
gene13825	ISL2	10	-	3288301	3291298	5.408906	1.954394	4.744879
gene13826	ETFA	10	+	3297740	3327747	235.072739	59.811142	145.209579
gene13827	C15ORF27	10	-	3327926	3406916	13.169724	3.583892	8.700977
gene13828	NRG4	10	+	3406292	3428224	7.179158	2.606425	6.327881
gene13829	FBXO22	10	-	3431163	3437720	106.349655	27.059261	65.694511
gene13830	UBE2Q2	10	-	3438397	3476806	81.518486	23.109459	56.105179
gene13831	LOC107052150	10	+	3476889	3482637	0.443670	0.112886	0.274065
gene13832	CHRNB4	10	+	3543223	3554872	0.925926	0.235590	0.571965
gene13833	CHRNA3	10	+	3561047	3566864	0.401073	0.102048	0.247752
gene13834	CHRNA5	10	-	3569395	3580389	2.695692	0.685883	1.665188
gene13835	PSMA4	10	-	3585426	3590567	561.255005	144.555679	350.952484
gene13836	HYKK	10	-	3590679	3595638	12.144912	3.283338	7.971292
gene13837	IREB2	10	-	3599365	3621150	154.366119	39.276413	95.355324
gene13839	WDR61	10	+	3667998	3675776	137.988556	38.506401	93.485893
gene13840	LOC107052133	10	-	3668695	3669885	1.225971	0.311932	0.757309
gene13841	DNAJA4	10	-	3676554	3682109	66.163818	26.960770	65.455391
gene13842	ACSBG1	10	+	3682211	3716409	0.821881	0.671118	1.629340
gene13843	IDH3A	10	-	3715978	3727857	279.378937	72.302368	175.535782
gene13844	CIB2	10	+	3728066	3760955	5.152981	6.169040	14.977203
gene13845	TBC1D2B	10	+	3761564	3814242	10.115060	8.573361	20.814419
gene13846	DAPK2	10	+	3804713	3853046	10.073111	10.439074	25.343998
gene13847	HERC1	10	+	3871933	3967618	59.948551	15.712890	38.147778
gene13848	FBXL22	10	-	3967195	3973984	2.113228	0.537683	1.305387
gene13849	USP3	10	-	3975595	4050316	28.622143	8.605639	20.892780
gene13850	CA12	10	+	4027113	4046012	0.000000	0.000000	0.000000
gene13851	RAB8B	10	-	4052784	4078427	130.982834	36.327389	88.195686
gene13852	RPS27L	10	+	4082418	4086399	58.381851	14.854488	36.063747
gene13853	LACTB	10	-	4089804	4096675	42.122276	10.717455	26.019852
gene13854	TPM1	10	-	4105418	4124128	123.430435	170.970581	415.082642
gene13855	LOC107052132	10	+	4120801	4121750	20.552380	5.229281	12.695655
gene13856	TLN2	10	-	4195412	4339481	30.564371	8.002609	19.428745
gene13857	MIR190A	10	-	4206001	4206085	0.000000	0.000000	0.000000
gene13858	LOC427491	10	+	4364076	4365895	1.727450	0.439527	1.067084
gene13859	LOC101749938	10	-	4376338	4391856	1.106668	0.297622	0.722567
gene13860	VPS13C	10	+	4390940	4473323	12.685282	4.196087	10.187266
gene13862	RORA	10	+	4625085	4980804	0.150551	0.216021	0.524455
gene13863	LOC107052149	10	-	4912404	4985185	0.293807	0.094243	0.228804
gene13864	ICE2	10	+	4985064	5009055	16.979912	4.544541	11.033244
gene13865	ANXA2	10	+	5019804	5044071	219.620056	193.863266	470.661499
gene13866	FOXB1	10	-	5185868	5188172	0.153218	0.038984	0.094646
gene13867	LOC107052147	10	-	5234030	5310387	0.678999	0.287832	0.698799
gene13868	LOC107052148	10	+	5282824	5310305	0.000000	0.000000	0.000000
gene13869	BNIP2	10	+	5311373	5330634	29.983521	8.898195	21.603048
gene13870	GTF2A2	10	+	5330827	5335918	128.035507	36.814526	89.378349
gene13871	GCNT3	10	-	5342331	5343806	1.016260	0.258574	0.627766
gene13872	OTUD7A	10	+	5378566	5490855	0.892672	1.153319	2.800030
gene13873	KLF13	10	-	5505570	5536337	53.617153	13.642174	33.120487
gene13875	TRPM1	10	+	5613537	5665781	1.782067	0.453423	1.100822
gene13876	MIR1574	10	+	5628304	5628377	0.000000	0.000000	0.000000
gene13877	MIR204-2	10	+	5628577	5628677	0.000000	0.000000	0.000000
gene13878	MTMR10	10	+	5672064	5707186	43.267281	11.008786	26.727146
gene13879	FAN1	10	-	5707846	5725921	18.297009	5.444234	13.217520
gene13880	MPHOSPH10	10	-	5726264	5770333	64.311951	17.844776	43.323574
gene13881	MCEE	10	+	5733315	5743137	17.408970	4.485649	10.890265
gene13882	APBA2	10	+	5745429	5834011	9.920362	20.629837	50.085152
gene13883	LOC107052146	10	-	5810314	5831449	1.614480	0.410783	0.997300
gene13884	FAM189A1	10	-	5835149	5936786	6.734890	2.537885	6.161482
gene13885	TJP1	10	-	5961927	6117250	52.902618	14.521379	35.255028
gene13886	LOC107052145	10	+	6004266	6028160	0.270513	0.068828	0.167102
gene13887	TARSL2	10	+	6152161	6167756	81.886909	20.835039	50.583340
gene13888	TM2D3	10	+	6168365	6173167	67.167015	17.091061	41.493706
gene13889	ADAL	10	+	6173200	6183113	15.237490	9.139400	22.188646
gene13890	LARP6	10	-	6184815	6193125	9.478381	5.128699	12.451463
gene13891	LRRC49	10	+	6194225	6240998	2.656314	0.685816	1.665025
gene13892	LOC107052144	10	+	6254803	6269552	0.085124	0.021659	0.052583
gene13893	LOC107052128	10	+	6271936	6337283	4.729571	1.203377	2.921560
gene13894	THSD4	10	+	6421297	6529394	6.304945	1.604210	3.894703
gene13895	CHRNA7	10	-	6597145	6637179	28.862093	7.343577	17.828747
gene13896	MYO1E	10	+	6646913	6751196	3.123202	6.110887	14.836020
gene13897	FAM81A	10	-	6653231	6669232	0.471783	0.120611	0.292821
gene13898	LOC107052131	10	-	6689785	6698488	0.094166	0.023959	0.058168
gene13899	CCNB2	10	-	6752246	6760309	192.081299	59.264248	143.881821
gene13900	RNF111	10	-	6760760	6810669	29.542076	12.870927	31.248055
gene13901	LOC101748860	10	+	6803736	6806854	1.145342	0.291417	0.707503
gene13902	SLTM	10	+	6810720	6836335	46.202969	11.805465	28.661325
gene13903	FAM63B	10	-	6839659	6871288	48.606075	12.367172	30.025038
gene13904	ADAM10	10	+	6872425	6915023	123.150986	31.334135	76.073059
gene13905	LIPC	10	-	6914300	6959558	0.287931	0.073260	0.177861
gene13906	AQP9	10	-	7007994	7035140	0.328866	0.084008	0.203954
gene13907	ALDH1A2	10	+	7045146	7099354	3.709504	0.943834	2.291441
gene13908	LOC107052130	10	-	7061157	7069624	0.589478	0.149985	0.364133
gene13909	LOC107052129	10	-	7069616	7097359	0.195402	0.049717	0.120704
gene13910	GCOM1	10	-	7190863	7263070	14.333257	8.187090	19.876627
gene13911	CGNL1	10	-	7261741	7316596	18.653761	4.874276	11.833774
gene13912	LOC101748973	10	+	7316738	7328769	0.265604	0.067579	0.164069
gene13913	TCF12	10	-	7349303	7461195	196.514282	81.919373	198.883972
gene13914	LOC107054172	10	-	7521574	7524097	0.000000	0.000000	0.000000
gene13915	ZNF280D	10	+	7551580	7597722	22.172266	7.181742	17.435843
gene13916	LOC107054173	10	+	7597864	7619626	1.172318	0.298281	0.724167
gene13917	MNS1	10	+	7620326	7626006	5.096956	1.296853	3.148501
gene13918	TEX9	10	-	7624966	7645756	4.529613	1.254220	3.044997
gene13919	RFX7	10	+	7645675	7722517	7.543013	7.227786	17.547630
gene13920	LOC107054174	10	-	7723387	7728549	0.425179	0.108181	0.262642
gene13921	NEDD4	10	+	7737742	7783990	2.581678	4.182801	10.155011
gene13922	LOC107054175	10	+	7786419	7802795	18.438267	4.691372	11.389721
gene13923	PRTG	10	+	7810951	7903322	1.089189	0.372455	0.904247
gene13924	PYGO1	10	+	7913681	7922518	5.997115	1.525886	3.704549
gene13925	DYX1C1	10	+	7931215	7939136	5.248057	1.335299	3.241840
gene13926	CCPG1	10	+	7941223	7960493	251.445709	65.888092	159.963211
gene13927	PIGB	10	-	7960431	7968883	13.236420	5.119129	12.428228
gene13928	PIGBOS1	10	+	7968924	7969340	248.804260	63.304947	153.691833
gene13929	RAB27A	10	+	7970787	7999058	133.944153	34.080315	82.740234
gene13930	RSL24D1	10	+	8002446	8011767	62.035671	15.784155	38.320793
gene13931	UNC13C	10	-	8128393	8254542	0.033749	0.008587	0.020847
gene13932	LOC107054177	10	+	8134512	8139383	0.000000	0.000000	0.000000
gene13935	ONECUT1	10	+	8640142	8651735	0.117463	0.029887	0.072559
gene13936	FAM214A	10	+	8675721	8718938	29.648354	21.348881	51.830845
gene13937	ARPP19	10	+	8721096	8729387	319.643646	81.329086	197.450882
gene13938	MYO5A	10	+	8734575	8826134	28.669046	7.294459	17.709497
gene13939	MYO5C	10	+	8828678	8859620	0.524995	0.133578	0.324301
gene13940	GNB5	10	+	8866333	8887402	35.123833	17.934862	43.542282
gene13941	NR13	10	+	8889124	8891224	823.525024	209.535034	508.709473
gene13942	LOC107054187	10	-	8892119	8911706	4.490056	1.142435	2.773606
gene13943	MAPK6	10	-	8912074	8940372	170.185516	60.458302	146.780762
gene13944	LEO1	10	-	8987514	9001622	23.001829	5.904299	14.334465
gene13945	TMOD3	10	-	9002951	9028666	65.508118	21.162144	51.377483
gene13946	TMOD2	10	+	9032661	9063826	3.435689	2.451395	5.951500
gene13947	LYSMD2	10	+	9076673	9087110	51.091785	12.999627	31.560514
gene13948	SCG3	10	-	9089657	9116974	7.971439	2.031029	4.930934
gene13949	AP4E1	10	+	9120712	9139661	25.413998	6.466255	15.698782
gene13950	TNFAIP8L3	10	-	9141497	9183165	3.795294	0.965662	2.344436
gene13951	LOC107054186	10	+	9155126	9180096	0.061439	0.015632	0.037952
gene13953	GLDN	10	+	9241078	9256660	0.386432	0.098323	0.238708
gene13954	DMXL2	10	-	9257966	9308197	7.457155	2.122714	5.153527
gene13955	LOC107054185	10	+	9260479	9264860	0.000000	0.000000	0.000000
gene13956	LOC107054184	10	+	9267405	9273655	0.000000	0.000000	0.000000
gene13957	LOC107054183	10	+	9273656	9282407	0.176678	0.044953	0.109138
gene13958	LOC107054182	10	+	9283468	9305135	0.000000	0.000000	0.000000
gene13959	SEMA6D	10	+	9535589	9912577	5.938594	6.699778	16.265730
gene13960	LOC107054181	10	-	9898856	9904085	0.356829	0.090790	0.220421
gene13961	MIR1744	10	+	9906399	9906487	2.370786	1.278728	3.104499
gene13962	LOC107054179	10	-	9912367	10039455	7.439029	2.170207	5.268832
gene13963	SLC24A5	10	+	10039455	10047425	2.843956	0.723607	1.756774
gene13964	MYEF2	10	-	10042737	10065373	26.922691	10.585912	25.700493
gene13965	CTXN2	10	+	10068516	10076068	0.772017	0.220556	0.535465
gene13966	LOC107054178	10	-	10074077	10096922	0.871345	0.231008	0.560843
gene13967	SLC12A1	10	+	10076664	10128377	0.062012	0.019683	0.047786
gene13968	LOC107054180	10	-	10105644	10124694	0.000000	0.000000	0.000000
gene13969	DUT	10	+	10134400	10162487	18.056608	8.134898	19.749916
gene13970	FBN1	10	-	10167182	10313544	153.484238	41.731293	101.315285
gene13971	LOC101749273	10	-	10337397	10338601	1.454328	0.370034	0.898370
gene13972	CEP152	10	-	10346137	10368112	7.636038	1.942889	4.716949
gene13973	SHC4	10	-	10370137	10396213	21.221533	5.400475	13.111280
gene13974	SECISBP2L	10	-	10399728	10425305	89.277115	22.715378	55.148426
gene13975	COPS2	10	-	10432649	10453925	140.096878	37.537167	91.132797
gene13976	GALK2	10	+	10454469	10503943	24.509716	7.589562	18.425949
gene13979	LOC770318	10	+	10583845	10590051	12.365140	3.146146	7.638218
gene13980	LOC107054190	10	-	10584546	10587069	1.580365	0.402103	0.976226
gene13981	SPATA5L1	10	+	10658998	10666037	32.762711	8.336038	20.238243
gene13982	MIR147-1	10	+	10668517	10668586	56.299995	14.494234	35.189125
gene13983	SLC30A4	10	-	10678888	10693651	252.755051	67.597366	164.112991
gene13984	BLOC1S6	10	+	10695134	10700908	126.358360	32.150211	78.054329
gene13985	RP11-96O20.4	10	+	10701934	10716087	64.439796	55.552452	134.870331
gene13986	ITGB1BP3	10	-	10716549	10719049	1321.386963	336.209381	816.249695
gene13987	LOC100859848	10	+	10719647	10731458	12.543402	3.191502	7.748334
gene13988	SPPL2A	10	+	10733691	10761446	250.308838	63.687767	154.621246
gene13989	MIR6596	10	-	10770945	10771038	0.978723	0.348497	0.846082
gene13990	TRPM7	10	+	10771084	10824265	85.191978	21.699423	52.681889
gene13991	LOC101747474	10	+	10824359	10831810	0.874579	0.465518	1.130186
gene13992	USP8	10	-	10829292	10851748	124.793594	32.537987	78.995773
gene13993	GABPB1	10	+	10854234	10873632	19.712580	18.036991	43.790237
gene13994	HDC	10	+	10875081	10885802	0.069751	0.025857	0.062777
gene13995	GATM	10	+	10896104	10911894	6.661869	2.039703	4.951994
gene13996	PDE8A	10	+	10921839	11055102	6.752626	33.773369	81.995033
gene13997	SCARNA15	10	+	11060290	11060351	22.903225	5.957998	14.464837
gene13998	FSD2	10	-	11062567	11083095	4.705663	1.237150	3.003554
gene13999	WHDC1	10	+	11085499	11098277	36.221012	9.215957	22.374512
gene14000	HOMER2	10	-	11107401	11158098	3.929136	0.999717	2.427113
gene14001	FAM103A1	10	+	11168271	11173743	37.799614	17.528084	42.554703
gene14002	C10H15ORF40	10	-	11188254	11192827	32.797848	8.750135	21.243591
gene14003	LOC107054193	10	+	11192739	11193935	1.000000	0.254437	0.617722
gene14004	BTBD1	10	-	11192898	11206182	111.729446	28.428076	69.017723
gene14005	TM6SF1	10	+	11214404	11234882	2.723994	0.757838	1.839879
gene14006	HDGFRP3	10	-	11234672	11269814	24.773018	6.303166	15.302835
gene14007	LOC107054194	10	+	11264848	11288120	0.152738	0.038862	0.094350
gene14009	SH3GL3	10	+	11407257	11450991	2.820244	3.411866	8.283333
gene14010	LOC107054195	10	-	11430493	11442590	0.254250	0.064691	0.157056
gene14011	LMNA	10	-	11452644	11469475	10.444388	2.697109	6.548044
gene14012	ADAMTSL3	10	+	11478738	11657198	9.022630	2.732087	6.632964
gene14013	FAM154B	10	-	11656464	11665518	1.478266	0.376125	0.913157
gene14014	EFTUD1	10	+	11665567	11721618	87.754868	22.328062	54.208099
gene14015	MEX3B	10	+	11761053	11764155	191.852097	48.814224	118.511238
gene14016	LOC101749085	10	-	11851749	11880079	0.055660	0.014162	0.034382
gene14017	LOC101749170	10	+	11969359	12026214	0.552734	0.145410	0.353026
gene14018	LOC101749215	10	+	12038999	12059669	0.191217	0.051145	0.124169
gene14019	LOC107054198	10	+	12065731	12073395	0.669643	0.170382	0.413653
gene14020	TMC3	10	+	12074183	12101521	1.113775	0.288019	0.699253
gene14021	STARD5	10	+	12102521	12106798	70.183090	18.016073	43.739449
gene14022	IL16	10	-	12108392	12149216	0.051628	0.013136	0.031892
gene14023	LOC415472	10	+	12119668	12208450	0.108500	0.027606	0.067023
gene14024	C10H15ORF26	10	-	12159575	12164743	0.000000	0.000000	0.000000
gene14025	MESDC1	10	-	12224038	12226026	109.833084	27.945572	67.846306
gene14026	LOC107054200	10	+	12227391	12232017	4.514040	1.148538	2.788421
gene14027	MESDC2	10	+	12236292	12242168	159.778732	40.653580	98.698822
gene14028	CEMIP	10	-	12245013	12349608	26.036413	8.111444	19.692976
gene14029	LOC415478	10	-	12302556	12346133	18.709206	5.868322	14.247122
gene14030	ABHD17C	10	-	12355014	12385455	145.823288	37.102802	90.078232
gene14031	LOC101749939	10	-	12387149	12400674	0.532748	0.135551	0.329090
gene14032	ARNT2	10	-	12408756	12501814	75.307251	20.590910	49.990643
gene14033	LOC107054201	10	-	12502319	12507945	0.302999	0.077094	0.187169
gene14034	LOC770268	10	+	12530062	12564671	0.000000	0.000000	0.000000
gene14035	FAH	10	-	12567084	12577908	2.422438	0.616357	1.496393
gene14036	ZFAND6	10	-	12580889	12630294	321.323425	103.177559	250.494629
gene14037	BCL2A1	10	+	12637320	12639335	3.504762	0.891740	2.164968
gene14038	MTHFS	10	+	12641387	12667030	7.249527	4.444671	10.790779
gene14039	LOC101750317	10	-	12707525	12733302	0.000000	0.000000	0.000000
gene14040	KIAA1024	10	-	12747379	12766338	0.069284	0.017725	0.043032
gene14042	PEX11A	10	+	12815015	12820635	11.236241	3.450649	8.377491
gene14043	LOC107054203	10	-	12817514	12823049	1.538930	0.391560	0.950631
gene14044	PLIN1	10	+	12822263	12826843	1.290270	0.338096	0.820829
gene14045	KIF7	10	+	12827027	12836867	38.991234	9.925807	24.097889
gene14046	TICRR	10	-	12837814	12854365	19.196758	4.884361	11.858257
gene14047	RHCG	10	+	12859333	12867258	0.000000	0.000000	0.000000
gene14048	LOC107054204	10	-	12902048	12938774	0.000000	0.000000	0.000000
gene14049	TRNAR-UCG	10	-	12942837	12942909	0.000000	0.000000	0.000000
gene14050	POLG	10	+	12942988	12953027	32.050289	8.154771	19.798166
gene14051	FANCI	10	-	12951763	12975529	58.410416	16.917782	41.073017
gene14052	RLBP1	10	+	12976366	12980554	1.320631	0.336017	0.815783
gene14053	ABHD2	10	-	12981973	13021732	248.318375	64.728058	157.146866
gene14054	MFGE8	10	+	13033323	13040620	948.752441	242.711533	589.255432
gene14055	HAPLN3	10	+	13042935	13046872	19.632574	4.995248	12.127471
gene14056	ACAN	10	-	13047289	13092387	0.034878	0.008982	0.021806
gene14057	AEN	10	-	13131452	13134038	137.714005	35.180450	85.411140
gene14058	MIR1720	10	-	13134585	13134649	8.923077	4.683948	11.371695
gene14059	MIR7-2	10	-	13134720	13134818	6.151516	1.697102	4.120226
gene14060	MIR3529	10	+	13134724	13134814	0.000000	0.000000	0.000000
gene14061	DET1	10	+	13149476	13171850	36.037720	14.889192	36.147999
gene14062	MRPS11	10	-	13171107	13174638	164.139664	41.763161	101.392662
gene14063	MRPL46	10	+	13174668	13177215	124.684944	31.724432	77.020622
gene14064	LOC101751754	10	+	13178649	13201172	0.710260	0.213760	0.518967
gene14065	LOC101751792	10	-	13196390	13209087	0.253375	0.064468	0.156515
gene14066	NTRK3	10	+	13227881	13408049	0.011996	0.017702	0.042977
gene14067	LOC107054207	10	-	13381318	13386137	0.000000	0.000000	0.000000
gene14068	LOC107054206	10	-	13388442	13616738	0.077886	0.027646	0.067118
gene14069	AGBL1	10	-	13623118	13914436	2.839761	0.755899	1.835173
gene14070	KLHL25	10	+	13954963	13969663	40.530975	21.334568	51.796093
gene14071	AKAP13	10	-	13974501	14169240	57.110153	16.378330	39.763332
gene14073	SV2B	10	+	14187010	14235623	0.035093	0.030649	0.074411
gene14074	LOC101747399	10	+	14323417	14341914	0.347606	0.088444	0.214724
gene14075	SLCO3A1	10	+	14345761	14457203	21.466160	5.461780	13.260118
gene14077	ST8SIA2	10	+	14510760	14537564	0.499523	0.387493	0.940756
gene14078	FAM174B	10	-	14552359	14571569	124.579201	31.697525	76.955292
gene14079	LOC107054255	10	-	14568692	14571205	0.581617	0.147985	0.359278
gene14080	LOC101747585	10	+	14571650	14596341	0.044393	0.011295	0.027423
gene14081	CHD2	10	+	14628693	14681032	91.265343	23.221256	56.376602
